DIAGNOSIS_CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,diagnosis_code_key,gold_run_id,gold_processed_timestamp
T81511A,"Adhes due to fb acc left in body fol infusn/transfusn, init","Adhesions due to foreign body accidentally left in body following infusion or transfusion, initial encounter",5eae1070eed0d767cd6aa72ce0b3e1ba644e0afddc19d667c1f4da33af659846,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T81518S,"Adhes due to fb acc left in body fol oth procedure, sequela","Adhesions due to foreign body accidentally left in body following other procedure, sequela",e3a63f335d81d4afee0e55ae4337869599fc4f2d407b57489c04f647d705ca73,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T81534A,"Perf due to fb acc left in body following endo exam, init","Perforation due to foreign body accidentally left in body following endoscopic examination, initial encounter",972143192dbd50e224814ebc12ee1d9e04a3fdcb01ac5e9e958f2c16299502e2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T81539S,"Perf due to fb acc left in body fol unsp procedure, sequela","Perforation due to foreign body accidentally left in body following unspecified procedure, sequela",75f109806d9b00c394e8779bf0960b104301e842eca254ae5d554b2c2d303348,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T81596S,"Oth comp of fb acc left in body fol punctr/cath, sequela","Other complications of foreign body accidentally left in body following aspiration, puncture or other catheterization, sequela",22a97e529a514b73c30c77f9af80b9a625c86ae7d349679f46b962b38af83fb6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8160XA,"Unsp acute reaction to foreign sub acc left dur proc, init","Unspecified acute reaction to foreign substance accidentally left during a procedure, initial encounter",6de7af8be040dd5e3eeba11302b2cbb4488668d5d711f582a313ec4e3a457165,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T81719A,"Complication of unsp artery following a procedure, NEC, init","Complication of unspecified artery following a procedure, not elsewhere classified, initial encounter",7b03ca98b43aeae5f2147f1f29e16fcf43f4e1ce8c3b5a9779fba8be429013f6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8181XA,"Complication of inhalation therapy, initial encounter","Complication of inhalation therapy, initial encounter",0685ff8e277a1cf2f7071e66cc1f4a740f63aac1885bd05bbb06f8669ef8cca7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8202XA,"Displacement of heart valve prosthesis, initial encounter","Displacement of heart valve prosthesis, initial encounter",b6d76046871cd9052b80c5655c04529fd37a1437bc17a4df2d98d5bc16fed14a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8209XA,"Mech compl of heart valve prosthesis, initial encounter","Other mechanical complication of heart valve prosthesis, initial encounter",7c11ebdd202f7ff10580f324ea9aa4ab3cd302739d067b881c02f077b2c7bca6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82190A,"Mech compl of cardiac electrode, initial encounter","Other mechanical complication of cardiac electrode, initial encounter",daa02c71b536179d1f2cdce4d5d820dfa138b5d1d14eaae8d6ce2343686ef294,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82198S,"Mech compl of other cardiac electronic device, sequela","Other mechanical complication of other cardiac electronic device, sequela",0cefb35c2c0c4ec38f382f9612d59c4a0e67e827cac7d80e44e5ceb7ce842a67,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82218S,"Mech compl of coronary artery bypass graft, sequela","Other mechanical complication of coronary artery bypass graft, sequela",7015bce81928ab2f0a00032d8543a63c09c37d5cf76b4dabf3df22e70954ad42,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82221S,"Breakdown of biological heart valve graft, sequela","Breakdown (mechanical) of biological heart valve graft, sequela",99dc01980d25cb439e460b94811a60d0e3a5ab0ec75e8c760efc1cd9727e36c7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82312S,"Breakdown of femoral arterial graft (bypass), sequela","Breakdown (mechanical) of femoral arterial graft (bypass), sequela",b2f7608281d3530a5d9e664e0621f0ea3e9dee2d1746e932f76bff92c5485082,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82322A,"Displacement of femoral arterial graft (bypass), init encntr","Displacement of femoral arterial graft (bypass), initial encounter",b35909c03086bcd88329a3ef956bb7cce570961dc684d1db703a6465385a66e8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82322D,"Displacement of femoral arterial graft (bypass), subs encntr","Displacement of femoral arterial graft (bypass), subsequent encounter",b6b4efc88746f10c009edc9017efcb0d40d486bfde1a9f6088073d6839f665c7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82328A,"Displacement of other vascular grafts, initial encounter","Displacement of other vascular grafts, initial encounter",4f83276a52ccfea775e1f290e4c3d27e2c9a6330adbc6228713bcf378e5562b8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82328D,"Displacement of other vascular grafts, subsequent encounter","Displacement of other vascular grafts, subsequent encounter",f9ecd1695760766a620c6b2955ef2379c3ec4b9fbc523b26956a9a16a03bee7b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8242XS,"Displacement of vascular dialysis catheter, sequela","Displacement of vascular dialysis catheter, sequela",5e1cc33d638fdd3c7c3b306c359dd9d3d209a49d9cf921ae038de84c13c7e367,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82513D,"Breakdown of balloon (counterpulsation) device, subs","Breakdown (mechanical) of balloon (counterpulsation) device, subsequent encounter",bfc04af9ec65a25aa8058cbb58ca96f934aba7167fb370ccfd3ba59c33c848e4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82528S,"Displacmnt of cardiac and vasc devices and implnt, sequela","Displacement of other cardiac and vascular devices and implants, sequela",2119a3be19be98b8a16486f8b09400614840832aca8c62cb82289422f3f014f6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82593A,"Mech compl of balloon (counterpulsation) device, init encntr","Other mechanical complication of balloon (counterpulsation) device, initial encounter",49db079da558dbecc0a4f1112c228a03fb07ea85085c4f8eab86a58156d90bd6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82593S,"Mech compl of balloon (counterpulsation) device, sequela","Other mechanical complication of balloon (counterpulsation) device, sequela",2d079a55f239179e4cdc5a47de8ba6dd2f40d7e21349725f10ffa1937c8cd58b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82595S,"Other mechanical complication of umbrella device, sequela","Other mechanical complication of umbrella device, sequela",10baa29d02d11f515445b29393348299ec32d0f535e9070ea30b87db00756b71,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82599D,"Mech compl of unsp cardiac and vasc devices and implnt, subs","Other mechanical complication of unspecified cardiac and vascular devices and implants, subsequent encounter",71593a6bc0504a0995488c9f38cef22b7694e07c856c79494df5ed55203db1f4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82817D,"Embolism due to cardiac prosth dev/grft, subs","Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter",bcb088ec92c1f1334db6149e09d325c21285247c9be2f730c2b3b8c1ab738bea,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82828A,"Fibrosis due to vascular prosth dev/grft, init","Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter",8afa45adf6b537e068bcf0f26e8305a7922a2f9d41eafa7c0da80c28e398cc35,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82838S,"Hemorrhage due to vascular prosth dev/grft, sequela","Hemorrhage due to vascular prosthetic devices, implants and grafts, sequela",57287c5ce0205cddd7e8ae572c8384dac4446031f9b54d5caf5d6b516f55be73,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82855D,"Stenosis of coronary artery stent, subsequent encounter","Stenosis of coronary artery stent, subsequent encounter",2405e64cea0dee4276929b558a047bde620835f607490f249fca7fa282756d0b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82855S,"Stenosis of coronary artery stent, sequela","Stenosis of coronary artery stent, sequela",5aee2ebd84087bde5f9eb22c9832127b8f23fe6996497b429daa05401e5775c3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82857S,"Stenosis of other cardiac prosth dev/grft, sequela","Stenosis of other cardiac prosthetic devices, implants and grafts, sequela",5b0cc0f66ed3392814fa3e3697588df055c43131d1c1feecf70af1aceb2089bf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T82868D,"Thrombosis due to vascular prosth dev/grft, subs","Thrombosis due to vascular prosthetic devices, implants and grafts, subsequent encounter",997bb60a0bb92b2e1c3a06ead4977c3e355db00c15673d57b78604486cfcabfb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83123A,"Displacement of other urinary stents, initial encounter","Displacement of other urinary stents, initial encounter",983bd476458bbbf732edf7d3f0fee6ec8b1204ad3da33cf116097e35ef3cf42d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8331XA,"Breakdown (mechanical) of intrauterine contracep dev, init","Breakdown (mechanical) of intrauterine contraceptive device, initial encounter",9b2089c782e7ae70f87553a5475b0e9875fd3af18e3fdc20728586b3f5f45960,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83418S,"Breakdown of prosth dev/implnt/grft of genitl trct, sequela","Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, sequela",eb19592221dc62cd265f7bfdb6ea684723db6b9fc7253a155617f4c17c2c02a1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83420A,"Displacement of implanted penile prosthesis, init encntr","Displacement of implanted penile prosthesis, initial encounter",c4efe72e57777ab0c05f16adf905b28f4fdc742ac4c711def667beb4a076882d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83420D,"Displacement of implanted penile prosthesis, subs encntr","Displacement of implanted penile prosthesis, subsequent encounter",e2eab64ff31321303ca06ed2b36ac987bf53c058a40377b67e19efba8066f582,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83512A,"I/I react d/t nephrostomy catheter, initial encounter","Infection and inflammatory reaction due to nephrostomy catheter, initial encounter",c5930454b7ddee4508d6569c84b3872cf3e184780deec03e3de3760716a31f7a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83593A,"I/I react d/t other urinary stents, initial encounter","Infection and inflammatory reaction due to other urinary stents, initial encounter",cbe1a6f09c741e0d1c191193bd87159c4c14f1a1f5ad5ec5bde2f0fb1d4e1cd2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8362XD,"I/I react d/t implanted testicular prosthesis, subs","Infection and inflammatory reaction due to implanted testicular prosthesis, subsequent encounter",4490ab4dd647087e3124d19fb59d6fa40ef9fec099a031000a2b32afe0cea4e3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83712A,"Erosn implnt urethral mesh to surrnd org/tiss, init","Erosion of implanted urethral mesh to surrounding organ or tissue, initial encounter",38742ad67e8cf5e4d17bdd70384120dcb3ab4c446536d0540a203d0f4bfaa2a0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83714A,"Erosn implnt urtl bulk agnt organ or tissue, init","Erosion of implanted ureteral bulking agent to surrounding organ or tissue, initial encounter",48eb8059f3ff1c566cfed800d0efe76185a98bf36a66a8f9bdaaf82b96d2704d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83722A,"Exposure of implanted urethral mesh into urethra, init","Exposure of implanted urethral mesh into urethra, initial encounter",e1a45f19a7110699331aa25e50955df21120051c7bd78daa07b751e1c5a7a5f1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T83724A,"Exposure of implnt ureteral bulking agent into ureter, init","Exposure of implanted ureteral bulking agent into ureter, initial encounter",8d75d7a1e3114e50df1d399d6628c2e94656d222f2df89c15d4b0e933f47c152,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8382XD,"Fibrosis due to genitourinary prosth dev/grft, subs","Fibrosis due to genitourinary prosthetic devices, implants and grafts, subsequent encounter",cb9b92dc592fe6804f1ad15ce4c185a9651a9aaacf7e5b7d052492c7f2d754f0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84031D,"Mech loosening of internal left hip prosthetic joint, subs","Mechanical loosening of internal left hip prosthetic joint, subsequent encounter",9d2ba4e0dee2cf693a0b1c298169db45a8f61566c6c643959bf94b84d23d0142,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84043S,"Periprosth fx around internal prosth l knee jt, sequela","Periprosthetic fracture around internal prosthetic left knee joint, sequela",b177a8a2dd688190b60bfefb8b324de3d9261003679eec6ec05baf09fd2900a2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84049D,"Periprosth fracture around unsp internal prosth joint, subs","Periprosthetic fracture around unspecified internal prosthetic joint, subsequent encounter",72180981df1ce644c181b3eb62c118f0320bcfbcbb0107d80e271012cf241acc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84058A,"Periprosthetic osteolysis of internal prosthetic joint, init","Periprosthetic osteolysis of other internal prosthetic joint, initial encounter",da8b52faf4db7b1c15fa5fecfdd6d636da041b372269db29afe58e15e30be063,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84059D,"Periprosth osteolys of unsp internal prosthetic joint, subs","Periprosthetic osteolysis of unspecified internal prosthetic joint, subsequent encounter",401a2592e033b1ee33ec94668e87364fc1b087fdcdb83691cf0b10ddf492a773,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84069S,"Wear of artic bearing surface of unsp int prosth joint, sqla","Wear of articular bearing surface of unspecified internal prosthetic joint, sequela",23809e40dd9da13da32932c5f8557aec26418225cfd03815e59443494ba315ea,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84092S,"Mech compl of internal right knee prosthesis, sequela","Other mechanical complication of internal right knee prosthesis, sequela",238872c58bfcca103264a786adc30ac8c18d04128a98be1c4cc63d8506aff235,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84093A,"Mech compl of internal left knee prosthesis, init encntr","Other mechanical complication of internal left knee prosthesis, initial encounter",6a8ec20f467a050edeba7246bda6630c210c91cf2bb8cc0857749884b3af8d49,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84098S,"Mech compl of other internal joint prosthesis, sequela","Other mechanical complication of other internal joint prosthesis, sequela",b6dba4e05a444bba0dbcaf0bd2be373a8e5de2bc11bc0f2f0e04570898621145,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84117A,"Breakdown (mechanical) of int fix of bone of l low leg, init","Breakdown (mechanical) of internal fixation device of bone of left lower leg, initial encounter",219d803271f622df5309613dea46a9d092a3b474fd39379bc884079cb294cf86,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84117S,"Breakdown of int fix of bone of l low leg, sequela","Breakdown (mechanical) of internal fixation device of bone of left lower leg, sequela",c8e886d37ba9a770ce70e903fe05841869276e940064b93913b4dcb2c1e44d39,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84125D,"Displacement of internal fixation device of left femur, subs","Displacement of internal fixation device of left femur, subsequent encounter",1e12e78752c16bb75f9d16fa0312696f3ca508c9bdae9aaab37c66266ec4e42d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84127S,"Displacement of int fix of bone of left lower leg, sequela","Displacement of internal fixation device of bone of left lower leg, sequela",7e40c1c5462fa64fd1b4b00db54777e35fb41103cb2bf3ab0556eb1a4798172e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84191D,"Mech compl of internal fixation device of left humerus, subs","Other mechanical complication of internal fixation device of left humerus, subsequent encounter",315c1ab223985be50b7af95e7f0d7bcce3873cb96911d16c15e36216385fc6bd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84398S,"Mech compl of oth bone devices, implants and grafts, sequela","Other mechanical complication of other bone devices, implants and grafts, sequela",47439d63733145015cc2635cf90fe73d859b6a173564596db50715a434d1cc21,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84410D,"Breakdown (mechanical) of muscle and tendon graft, subs","Breakdown (mechanical) of muscle and tendon graft, subsequent encounter",0106d9be76bfb706c7927b26c739756dd698b69153207d66ceb7ad325e40f0c1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8460XA,"Infect/inflm reaction due to int fix of unsp site, init","Infection and inflammatory reaction due to internal fixation device of unspecified site, initial encounter",12c10c36ef59d596e99b0fd2b9cfe60740211cc27d9ac1d7666210424c4bfbba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8460XD,"Infect/inflm reaction due to int fix of unsp site, subs","Infection and inflammatory reaction due to internal fixation device of unspecified site, subsequent encounter",f35d59f25e2ea3eeb6e10b0c9534810a0b55208bd95b83e08029315c9f63f0b1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8460XS,"Infect/inflm reaction due to int fix of unsp site, sequela","Infection and inflammatory reaction due to internal fixation device of unspecified site, sequela",acc28b6432dbe511b6f0a575fecb4374a8b8adf9a643323e9c13640373ebbf4e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84611D,"Infect/inflm reaction due to int fix of left humerus, subs","Infection and inflammatory reaction due to internal fixation device of left humerus, subsequent encounter",a6f096075236b0b736dac8a6e7a099221a9dd841ad7743165dcc95a02547bd99,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84613A,"Infect/inflm reaction due to int fix of left radius, init","Infection and inflammatory reaction due to internal fixation device of left radius, initial encounter",b94b584a03ef36d5b3d5ac1302803ce0f2508b2d0b3657ea909c97a1d044fcf7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84619A,"Infect/inflm react due to int fix of unsp bone of arm, init","Infection and inflammatory reaction due to internal fixation device of unspecified bone of arm, initial encounter",ce28ce93f7cace322dbec2813085b3d0d6fe0a0bb412abf645b0fcb15fe60ed8,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T84623S,"Infect/inflm reaction due to int fix of left tibia, sequela","Infection and inflammatory reaction due to internal fixation device of left tibia, sequela",5e7656aeb294041e2dc8d740a963b558ffb1fef437cb5b33729dc708cf59d49d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8463XA,"Infect/inflm reaction due to int fix of spine, init","Infection and inflammatory reaction due to internal fixation device of spine, initial encounter",a4be5997e45ad29644498aa03d5e7094d3f218f65ba5e99474f4cb2b31f79552,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8469XD,"Infect/inflm reaction due to int fix of site, subs","Infection and inflammatory reaction due to internal fixation device of other site, subsequent encounter",15efad87ce74212ac8ea66269f13c42e79be4855155c22c304c530950948c3ce,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T849XXS,"Unsp comp of internal orthopedic prosth dev/grft, sequela","Unspecified complication of internal orthopedic prosthetic device, implant and graft, sequela",cd54934550bfa6d6c094b5c8ae61895f2694e6d76d35d8faf7a48f466219c294,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85192D,"Mech compl of implnt electrnc neurostim of spinal cord, subs","Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead), subsequent encounter",5ed737ccb2740af60034bc06bab489c3dc8b8fa4152f3324bf1b318b324ec6fb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85192S,"Mech compl of implnt electrnc neurostim of spinal cord, sqla","Other mechanical complication of implanted electronic neurostimulator of spinal cord electrode (lead), sequela",da8c86ee1b9f582a953025fd36c017ad9f7a4206db2b3df54d25cacb5bf17068,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85193D,"Mech compl of implnt elec nstim, generator, subs","Other mechanical complication of implanted electronic neurostimulator, generator, subsequent encounter",0291c6b22b1d1972c2deaece76c88a2feb1d17b14fa51ffb38004676153a5aa5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85199S,"Mech compl of implnt electrnc stimultr of nrv sys, sequela","Other mechanical complication of other implanted electronic stimulator of nervous system, sequela",a271a77cab9c8280a4a940acd9c80685b3045229984afe1b18737a74b16f1f8a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8521XD,"Breakdown (mechanical) of intraocular lens, subs encntr","Breakdown (mechanical) of intraocular lens, subsequent encounter",87f7df60e8e0c3b6cd576e8e78e4fe683aaa489bbc834ad56e43817edb6c0e7c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8521XS,"Breakdown (mechanical) of intraocular lens, sequela","Breakdown (mechanical) of intraocular lens, sequela",8a60ec1dd04366aa4460a0ab4c16470db2b18509489b8e30f4f770f1a5f485b7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85311D,"Breakdown (mechanical) of prosthetic orbit of left eye, subs","Breakdown (mechanical) of prosthetic orbit of left eye, subsequent encounter",5e9d22d83226ea3c432b0056293dc244d3c1879da90111b22b788c229ede1a9a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85328A,"Displacement of ocular prosth dev/grft, init","Displacement of other ocular prosthetic devices, implants and grafts, initial encounter",f407dbcc428e81c02e3417170a7a0a12de8bf1dd8cf280de9b9f8db1e8e8de4c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85398D,"Mech compl of ocular prosth dev/grft, subs","Other mechanical complication of other ocular prosthetic devices, implants and grafts, subsequent encounter",3c16fff7a6c3870dc7b83ebb2513d4fbb79b6563f4ad56e819560e704738cbd3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8543XS,"Leakage of breast prosthesis and implant, sequela","Leakage of breast prosthesis and implant, sequela",49ec0f7d26ea7ad9b702c6008ade24eeb22b33a9e747373083154517e4453ac3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T8544XA,"Capsular contracture of breast implant, initial encounter","Capsular contracture of breast implant, initial encounter",03bb8c861a1a791cdc43dea7df4d415c02c4233e3329ac9aad93877443292876,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85613S,"Brkdwn artificial skin grft /decellular alloderm, sequela","Breakdown (mechanical) of artificial skin graft and decellularized allodermis, sequela",f588a113f0d064e83d511936bfc8f08b5c185dedd5a0240101e572b8c9aa97cd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85615S,"Brkdwn other nervous sys device, implant or graft, sequela","Breakdown (mechanical) of other nervous system device, implant or graft, sequela",521325172352f8abeecf2e521709a183b91e669de640f1d8e9f5cd32c388458e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
T85624A,"Displacement of insulin pump, initial encounter","Displacement of insulin pump, initial encounter",87604d39c17ce9451b4b107e0ea25119eda045f191ca584f11613d1218695a0f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:46.655654
