provider_id,npi,provider_specialty,provider_state,provider_key,gold_run_id,gold_processed_timestamp
PROVIDER_1418,1418,Neurologist,ME,fe7d35b7cc4b0a409d40482182a1466a5b8647d0df6e3f0056d550015bafaf3e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1440,1440,Psychiatric Nurse,ME,e4561a289ccec33af42a95ac1608555e292dd7c44fdc2837a69e6b0591eb3f7b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1453,1453,Pulmonologist,IN,a125aae7ecc748a1cd0ddac8767864c70f576529da750e83cd086652ac555e1f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1468,1468,Neurologist,SC,7b11e0d2c6e8a0639bae8c03958cf2727ad89cef5c617b42bb7b4a3d15292ca2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1492,1492,Speech-Language Pathologist,HI,edab3f034256cf24737368e537032b30a817a93c5334af3a1b2ac2cc29e6d496,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1505,1505,Speech-Language Pathologist,OK,b5c9a54821e90267567a828faf58d3461029435b95debe3a2caf9401c4035ea2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1524,1524,Ophthalmologist,MT,9135f9ea750fca5b1a703231d8442fcf1bfab3ef097efa1a0239dc07e4633a6e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1526,1526,Gastroenterologist,TX,3c350ed613675fd6937e9c3a2e7307aba8f20411b35e052f0875daf72b43540c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1540,1540,Psychologist,TX,0c0e713c027125adf899d6ecb0ce7902fe094f3f71c4012c637a890ced6f8eb4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1561,1561,Nurse Practitioner,MD,85f31508c3a972b67e2fafd1fd498c0928392f76cd75111be4f8f9d6f746955d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1589,1589,Dermatologist,CT,cb8337ca9669484df979235a3c93bb983fb07efce14ea6d079207eea4776bb18,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1620,1620,Psychiatric Nurse,IN,7a050b54a29f8d165e2dad03e695a83b863150da38ca3ea6534883890e1d45d2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1623,1623,Orthopedic Surgeon,NH,6728bfcef2e1dfa1e11ba2676e8c62b975f53307c5d9cbb065ab714666893545,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1625,1625,Rheumatologist,MN,4b8fa59010acfd62268a853f4019ffb3786f8ac07e086bfdd5085b237a30a314,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1632,1632,Anesthesiologist,NJ,8759d81ba0baf2d2fddd485dc072142d742f8d7719753c3d64e1dd5d6d04ae61,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1685,1685,Neurologist,NE,a1b9294cba513c7d25dc553b7a9ca406c9363111dde8fbdc01d87def54354020,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1699,1699,Psychologist,OR,5c46c21a51ae7e4845a6aeed1c86a800203f0cd698fb7c899d76b612680c7d16,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1711,1711,Ophthalmologist,AZ,e24adbd586530a7e23aa4fa5e383c02b9db4a444b54a30907601e54b1e661a7a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1723,1723,Geriatrician,MT,921743ef990f207266454a14b5d00587d07f2d157b2ec55409956769adc367a3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1758,1758,Bariatric Surgeon,AK,776e2c6b25817dcf29672b6315dd407bf60caf20c69b5bd14da2fbdb6801a9bd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1759,1759,Ophthalmologist,NM,1b61ddaa71a17c72870c5654836e95235bbda14b19a282c2cabbc03d6890d6cb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1799,1799,Psychiatrist,KS,dbfbf0cc8bf51b05677c1623388fccea8128a180483f04ae4cf923ebd33e7dc4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1811,1811,Pain Management Specialist,VA,846636811a945e0b7e1507e631ed06571f3aef4c4e479b7ddbda4785b49d1dae,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1813,1813,Neurologist,TX,0da6b2e1d2601df97c6daad0b3c82ec1148db3189b300ff466053bcd35babe7f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1828,1828,Cardiologist,NH,b47bc88d227fed8f08b73be311a9ef757a66a97f465d453e81664518f6c03a09,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1831,1831,Cardiologist,KS,ea8c42fbd03fb1765f694bace0e6a65212f747a28e33571bd5400e67f508b11a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1834,1834,Psychiatrist,WI,7e6d32aec57cb9a1b589efe2533654b710651f21f423679b934550a94f925ac2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1846,1846,Psychiatric Nurse,WY,81a3e1dbcd1e75f1d7ab5d194100f5793b13fc2a826d7bd0c857294d8f6afa1b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1851,1851,Pulmonologist,LA,708cd6c7560ccbdebfdb6cbe328faa65f4f7199b0779cbd3c845727e8667e6c3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1853,1853,Dermatologist,DC,1472749bf7f658c18e8080dffe026bef414e2e5c1bd092a6e23432d74a244518,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1870,1870,Bariatric Surgeon,AZ,37c74a5c6766ce917f37ceb9751a9726273e29d3f815bed21f7095fad0ea1bfb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1908,1908,Endocrinologist,NC,c5769b61f68c2aa68bb1f76a0bba4c6460cb6c79ff1543f6214468d7997e71cb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1915,1915,Therapist,AK,0f3c239072bb258a8e1ad76e09f8508b50546f6ed3799ef3ad0027724f620025,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1947,1947,Psychiatric Social Worker,NE,b119f489698348589ef7a791164874a897c2e83d080788b2c15173b38958f1bf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1956,1956,Obstetrician,ME,72f0bbbbe3db17c49f95677b5058cec31153e462385d9075fe01d708a3a7cf1a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1981,1981,Endocrinologist,SC,7afe1c26bb752d112b7158d97fefe981fa0d118b5930992b33a2f44ad93ed3a7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1017,1017,Bariatric Surgeon,IN,ab1681be4ee7d17561a3532299b1a542837c65eb0b7f0b74bf18dbf82a1361f3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1022,1022,Psychiatrist,IL,28288d9eca04143f56b6313493095915606768eab8c49c86db0cc580f95b8efe,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1024,1024,Nephrologist,MI,b077fb24f5e0096a1a65290c7ba012bd12f1b23e363c7a4378a19e8e01d52120,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1062,1062,Nephrologist,CA,91a6fe312f4d26383c680665c5b1e8e12956d1933e3368dfb113e3c56419c971,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1090,1090,Eumunologist,GA,731f043e8dd611d678a84b561b5d70e7ea3665f2aa50eb50273cf61f3a1c1873,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1100,1100,Anesthesiologist,ND,f8dd11b118a86bb868bb0dd99c98879f07305093903f49f4ef43a6de590dc3c4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1115,1115,Dermatologist,FL,2d0fbf5677d30deeb5b8460aa7c3c5054dbd94ccc70a423646fab32c53e58f77,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1126,1126,Psychologist,HI,eac3a6975362286be7b6bac73c1ae602126541068bc0ffbeae0e29afb487cbcf,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1162,1162,Orthopedic Surgeon,CO,fddc5474fbdbeb7d74af2d4df4b08cca3102407d9f158c4cba3123b35af02651,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1171,1171,Allergist,VT,dd2ebd45b57f29464d5b1cd18f10b6594cfe6136ed6347ea6f8e435a845c0412,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1189,1189,Nurse Practitioner,RI,962a44e2a9a8636fa2ea78f16a3cedf5411b7df87605acecd6bf18e92a60e615,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1203,1203,Nephrologist,IA,c8bd782952ba731c0c56820788da9d3488366b4967ae0bc89574a28ca868d8d5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1205,1205,Psychiatric Social Worker,NV,8bcc95311d8e43c017da9d3599760ecdc095ff060ce96a020c24a7f45dae279a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1218,1218,Neurologist,NJ,51279908c619eae99b61d002717dc88c5f0585bb7a71f6284663528b615ce174,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1224,1224,Endocrinologist,KY,cad44dc030b8398578d0c0e95bc92e9f893bf2d924b9fc64eed9a6a96ae74140,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1230,1230,Ophthalmologist,AL,f097c9f71fa93befa3fe775a01c2e5e754a2fc13c0d7790538963f36818006c5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1257,1257,Ophthalmologist,IN,fe56dcaf3878309ac2644770d279d4b6efb636887134a29b4899d2beae3947e2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1273,1273,Allergist,NJ,db2232be64240c24c21acd52e018fcaa025eba1b78d48f822dd2de256d15e311,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1295,1295,Therapist,MD,64b0ae2eb1b5f36700dce1759e27a1033155722cf2e05410e2f842fdf7ba1500,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1302,1302,Pain Management Specialist,WV,d8874e4621128ba5e4905ab79c9d2340640038e06b80173800c9da988dc4338e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1335,1335,Pain Management Specialist,HI,eed14be1d0c454ec0db7b41909875b43d719f0dd7b88231e6072089c2d6fc6d9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1339,1339,Therapist,UT,5d4fb25e0e6cf9bae20287a60e23a2483e2645ecca6785547760d169a932f0c0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1364,1364,Nephrologist,IN,91a6652db2f3bbc8ef8d3b94f08de47698f92bb6e8657f88f20f776297a82a95,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1367,1367,Ophthalmologist,GA,a6b6546828c0486a600a0817f4b3e9e9c4efb64272c4567f33ba8b6a9d65a198,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1392,1392,Psychiatric Nurse,MT,b11cf794681b3d77b302dbf688d07d1ce7ed696b3602e14915c0bc89de25b5b9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1402,1402,Nephrologist,WY,7023d33bbacfb612cf9ecedd30e12060f04ecadf986f37173439c4dc22947807,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1408,1408,Orthopedic Surgeon,GA,3785e852d6f3b5550c9aa85cf77894242bd0be2a3bbf1179987ca118a275f008,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1415,1415,Obstetrician,KS,4f9819f23e474730bf13526cb347746a10f49594e7acfbf85ac22e53b727814a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1417,1417,Therapist,CA,e42e7340d257c7493f27d122fb75e5e55020b6d639ffc95bd12d49f4eeeeea25,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1426,1426,Eumunologist,ME,a67d2384e44be5bc4b74861fc8b28b5f2a1a38982736acb0e218556344aeb396,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1442,1442,Pain Management Specialist,IA,9db4f004260b41ce083a3609e88eb849f9122ff6411ee4017787e34d382e198a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1449,1449,Oncologist,KS,2418a7b7140448c06b95f640fdc17c0a6dd32f6cd838ec85f910edd0d4f65f30,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1475,1475,Pulmonologist,GA,6f8483ba8ebe10da96367f46211fc11508871866ca4b08af40629a1120f6bee3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1479,1479,Oncologist,NH,b2b422ea1ff3f84d775eee339d994fdef4c39f8d499f7d19352867f04b312ecb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1489,1489,Rheumatologist,SD,e23473ec9fa4bee0299fb6231615e7a8b3021aa085b22419e87c151054ea0bdb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1500,1500,Endocrinologist,ND,4075cef4c95162120463490ccab31f9e2902d5bcfcce7b9a541b222cc2f9f333,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1510,1510,Therapist,TN,7cd20a5f2d8eac86551db486ecfce140fca894f1906c3466b4001df150ef5f2d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1550,1550,Psychiatric Nurse,DE,cfef7ac422893330ae1225be5afc2a450e15c6f6f69fd75a51ef8cfaf3a7103e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1572,1572,Nephrologist,NE,9d91d5daebf1af0ce9835cb1b78a3883856184c36bd97fb82ea8c9fc1e4379de,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1594,1594,Psychiatric Nurse,WY,14d42944fb0b1dcd560920f1b9091877a4ecbf801a0e93d87337c9ef1dcdeb46,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1633,1633,Bariatric Surgeon,UT,1371b155c5cdef923f039db4a67b07c226ff11a89e0ca69d23bb793693fb638c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1651,1651,Rheumatologist,ID,656df9a6c2e5c0ded36c5395bf01da5ab548b708b65c1f4b78a611877a27ed6a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1656,1656,Nephrologist,NV,182242bbd3ef99c5ccae94637e4779b81bd9e91682fe9a842fd756d8dbd2318f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1669,1669,Ophthalmologist,NV,d699ef704329e67c0de60a9cd4395210af25c0b0ab5645a0104c68f8368367cd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1672,1672,Oncologist,HI,859c9373792e6c8a42ae0dd398e93967be04bb0eba25947f638dc1cb7b20e5ba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1674,1674,Psychiatric Nurse,IA,8b411d64ad9af23dc8283c2a40097630d4b4a48b9536117b654439083f35611b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1692,1692,Infectious Disease Specialist,IN,1f53e62883fb540eeea916c1dbf7072bf7950fe29ade468e881172f82b27f837,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1698,1698,Anesthesiologist,NH,1e7fc96b2df394f7b33c2c3548a120d1678949ad19f1da0acd785773aec588dc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1767,1767,Psychiatric Social Worker,MA,d0753b88ab82ac35a37deed57998d9f05d13db1b5e210216df93c686fc1918ba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1784,1784,Infectious Disease Specialist,NV,a13487045e240e29b914cb3c8e02bb9e3ec8eb1848f3a3fca5e85503d4d54de5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1800,1800,Eumunologist,MT,712d6d4e105a78d883f1a4669289b61f5549a26a82e31a3a6c2232d5b00c8909,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1905,1905,Nurse Practitioner,CO,a5697eb0d386ee08f974c9074218c66356f05616f6f0efd7446f3235ea6aba3c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1911,1911,Psychiatric Social Worker,MS,f1592b460d5d9a6bc3e5e711d7428cda121602cb9d194bee7fa8e5ef9548bb6b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1921,1921,Hematologist,AK,498a9545b1570c278e763eea9d06621e9761c9d908188f1e3df00b56ae11e5f0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1928,1928,Psychologist,AK,0a5720bb561cce5f6320fe9042b6ea7886735fb753bd2453a46db29159c8d2eb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1944,1944,Psychiatric Social Worker,AR,378dbb57e4585501b4ce2ded96576882641f9eb53763e7b1055596938481e1e4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1951,1951,Cardiologist,NV,d67ee3bb1b9406233042cb26238fda92ab2612ba5c28b9b3446fabb51a937723,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1967,1967,Nephrologist,DE,0d1da0ce9b1d627cdc636af90663d7626184a8e0e103b2cd8afb5082982264c0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1973,1973,Nurse Practitioner,GA,dd7c771bd030e08875b2b396adfe2b50d24f867319cf479cb74b76fcc5b68846,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1990,1990,Speech-Language Pathologist,CT,e68a2af0543c5f1f7db38ac8c3563cc31237b54257a79b0d2f3f4e59576ca52f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1997,1997,Neurologist,ND,60948b408f4d47af503fadc4a47f2ceb701c05269ff41a92c6d1cad99118b0c2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1021,1021,Bariatric Surgeon,AL,89cc6dd246d25d6134ea786750bfc8f3aa2c788458f22cff86f6a73b0bb3a01d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1059,1059,Geriatrician,DE,ed6a48dc3b12c67745f0d0944e6d970f5e8c0ed347a1316023094470a983b3ef,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
PROVIDER_1077,1077,Neurologist,MD,2698b176ca51e3fd57f422342a2e536a416751ed2aabf1593d26ca58d663c937,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:37.023142
